ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
2880	"ENSG00000253552.8"	"HOXA-AS2"	chr7	+	27123459	27124610	27123459	27123638	27124330	27124610
2881	"ENSG00000158769.18"	"F11R"	chr1	-	161001019	161001353	161001019	161001127	161001284	161001353
2882	"ENSG00000090905.19"	"TNRC6A"	chr16	+	24805013	24805733	24805013	24805151	24805673	24805733
2883	"ENSG00000090905.19"	"TNRC6A"	chr16	+	24805013	24805733	24805013	24805151	24805604	24805733
2884	"ENSG00000176124.14"	"DLEU1"	chr13	+	50527865	50528534	50527865	50528064	50528179	50528534
2885	"ENSG00000149636.15"	"DSN1"	chr20	-	36770872	36771193	36770872	36770974	36771114	36771193
2886	"ENSG00000149636.15"	"DSN1"	chr20	-	36770872	36771473	36770872	36771193	36771424	36771473
2887	"ENSG00000149636.15"	"DSN1"	chr20	-	36770872	36771473	36770872	36770977	36771424	36771473
2888	"ENSG00000140688.17"	"C16orf58"	chr16	-	31508073	31508384	31508073	31508133	31508268	31508384
2889	"ENSG00000167754.13"	"KLK5"	chr19	-	50948639	50949115	50948639	50948773	50948858	50949115
2890	"ENSG00000283761.1"	"AC118553.2"	chr1	+	100078450	100080659	100078450	100078548	100080495	100080659
2891	"ENSG00000178685.14"	"PARP10"	chr8	-	143986054	143986460	143986054	143986233	143986357	143986460
2892	"ENSG00000164692.18"	"COL1A2"	chr7	+	94426422	94427061	94426422	94426530	94427007	94427061
2893	"ENSG00000164692.18"	"COL1A2"	chr7	+	94427187	94427885	94427187	94427295	94427626	94427885
2894	"ENSG00000011332.19"	"DPF1"	chr19	-	38217459	38217876	38217459	38217591	38217797	38217876
2895	"ENSG00000120088.14"	"CRHR1"	chr17	+	45830093	45830570	45830093	45830214	45830416	45830570
2896	"ENSG00000147162.14"	"OGT"	chrX	+	71544566	71548023	71544566	71544635	71547906	71548023
2897	"ENSG00000180900.20"	"SCRIB"	chr8	-	143792484	143792867	143792484	143792635	143792707	143792867
2898	"ENSG00000182484.15"	"WASH6P"	chrX	+	156021998	156022459	156021998	156022145	156022313	156022459
2899	"ENSG00000182484.15"	"WASH6P"	chrX	+	156022313	156022834	156022313	156022459	156022698	156022834
2900	"ENSG00000182484.15"	"WASH6P"	chrX	+	156022322	156022834	156022322	156022539	156022698	156022834
2901	"ENSG00000182484.15"	"WASH6P"	chrX	+	156021998	156022459	156021998	156022145	156022322	156022459
2902	"ENSG00000129933.21"	"MAU2"	chr19	+	19344848	19345369	19344848	19344926	19345303	19345369
2903	"ENSG00000182199.11"	"SHMT2"	chr12	+	57230802	57231913	57230802	57231000	57231712	57231913
2904	"ENSG00000182199.11"	"SHMT2"	chr12	+	57232210	57232575	57232210	57232292	57232482	57232575
2905	"ENSG00000182199.11"	"SHMT2"	chr12	+	57232210	57232575	57232210	57232292	57232452	57232575
2906	"ENSG00000182199.11"	"SHMT2"	chr12	+	57232210	57232575	57232210	57232292	57232424	57232575
2907	"ENSG00000182199.11"	"SHMT2"	chr12	+	57234002	57234726	57234002	57234110	57234233	57234726
2908	"ENSG00000133794.18"	"ARNTL"	chr11	+	13378336	13381254	13378336	13378445	13381160	13381254
2909	"ENSG00000198099.8"	"ADH4"	chr4	-	99123666	99124466	99123666	99124441	99124444	99124466
2910	"ENSG00000129353.15"	"SLC44A2"	chr19	+	10634755	10635073	10634755	10634887	10634973	10635073
2911	"ENSG00000129353.15"	"SLC44A2"	chr19	+	10635162	10635515	10635162	10635255	10635430	10635515
2912	"ENSG00000008517.16"	"IL32"	chr16	+	3065639	3065826	3065639	3065687	3065783	3065826
2913	"ENSG00000008517.16"	"IL32"	chr16	+	3067376	3067613	3067376	3067415	3067553	3067613
2914	"ENSG00000008517.16"	"IL32"	chr16	+	3068989	3069551	3068989	3069109	3069280	3069551
2915	"ENSG00000008517.16"	"IL32"	chr16	+	3065368	3065826	3065368	3065494	3065780	3065826
2916	"ENSG00000087088.20"	"BAX"	chr19	+	48960809	48961798	48960809	48960914	48961531	48961798
2917	"ENSG00000087088.20"	"BAX"	chr19	+	48955686	48955833	48955686	48955713	48955714	48955833
2918	"ENSG00000087088.20"	"BAX"	chr19	+	48955547	48955833	48955547	48955599	48955686	48955833
2919	"ENSG00000239382.10"	"ALKBH6"	chr19	-	36013020	36013422	36013020	36013089	36013309	36013422
2920	"ENSG00000239382.10"	"ALKBH6"	chr19	-	36013020	36013422	36013020	36013089	36013343	36013422
2921	"ENSG00000239382.10"	"ALKBH6"	chr19	-	36013020	36013422	36013020	36013089	36013327	36013422
2922	"ENSG00000115207.13"	"GTF3C2"	chr2	-	27335916	27336425	27335916	27336028	27336197	27336425
2923	"ENSG00000101639.18"	"CEP192"	chr18	+	13057584	13059312	13057584	13057733	13059081	13059312
2924	"ENSG00000136826.15"	"KLF4"	chr9	-	107487027	107488267	107487027	107487192	107487294	107488267
2925	"ENSG00000155957.17"	"TMBIM4"	chr12	-	66138723	66138769	66138723	66138742	66138744	66138769
2926	"ENSG00000138760.10"	"SCARB2"	chr4	-	76163224	76166301	76163224	76163383	76166168	76166301
2927	"ENSG00000138760.10"	"SCARB2"	chr4	-	76163224	76166301	76163224	76163383	76166249	76166301
2928	"ENSG00000138760.10"	"SCARB2"	chr4	-	76179516	76181101	76179516	76179705	76180953	76181101
2929	"ENSG00000138760.10"	"SCARB2"	chr4	-	76179516	76181101	76179516	76179771	76180953	76181101
2930	"ENSG00000138760.10"	"SCARB2"	chr4	-	76179516	76181101	76179516	76179695	76180953	76181101
2931	"ENSG00000273559.5"	"CWC25"	chr17	-	38810275	38810595	38810275	38810400	38810467	38810595
2932	"ENSG00000012171.20"	"SEMA3B"	chr3	+	50275011	50275459	50275011	50275053	50275301	50275459
2933	"ENSG00000012171.20"	"SEMA3B"	chr3	+	50273534	50273828	50273534	50273646	50273758	50273828
2934	"ENSG00000012171.20"	"SEMA3B"	chr3	+	50273534	50273828	50273534	50273646	50273743	50273828
2935	"ENSG00000012171.20"	"SEMA3B"	chr3	+	50273912	50274582	50273912	50274057	50274362	50274582
2936	"ENSG00000204410.16"	"MSH5"	chr6	+	31759096	31759512	31759096	31759177	31759424	31759512
2937	"ENSG00000204410.16"	"MSH5"	chr6	+	31743903	31744299	31743903	31744025	31744138	31744299
2938	"ENSG00000204410.16"	"MSH5"	chr6	+	31743903	31744299	31743903	31744025	31744189	31744299
2939	"ENSG00000198720.13"	"ANKRD13B"	chr17	+	29607741	29608110	29607741	29607877	29607985	29608110
2940	"ENSG00000198720.13"	"ANKRD13B"	chr17	+	29609085	29609421	29609085	29609275	29609354	29609421
2941	"ENSG00000198720.13"	"ANKRD13B"	chr17	+	29613353	29614761	29613353	29613719	29614262	29614761
2942	"ENSG00000007216.14"	"SLC13A2"	chr17	+	28493570	28494105	28493570	28493789	28494016	28494105
2943	"ENSG00000007216.14"	"SLC13A2"	chr17	+	28490306	28490590	28490306	28490368	28490453	28490590
2944	"ENSG00000101276.17"	"SLC52A3"	chr20	-	760079	761824	760079	761238	761700	761824
2945	"ENSG00000121904.17"	"CSMD2"	chr1	-	33598688	33601010	33598688	33600241	33600864	33601010
2946	"ENSG00000075624.16"	"ACTB"	chr7	-	5528280	5529400	5528280	5528671	5529160	5529400
2947	"ENSG00000075624.16"	"ACTB"	chr7	-	5528280	5529400	5528280	5528719	5529160	5529400
2948	"ENSG00000075624.16"	"ACTB"	chr7	-	5529160	5529663	5529160	5529400	5529534	5529663
2949	"ENSG00000197530.12"	"MIB2"	chr1	+	1625545	1626754	1625545	1625653	1626649	1626754
2950	"ENSG00000197530.12"	"MIB2"	chr1	+	1629384	1629566	1629384	1629404	1629487	1629566
2951	"ENSG00000197530.12"	"MIB2"	chr1	+	1628018	1628399	1628018	1628179	1628272	1628399
2952	"ENSG00000197530.12"	"MIB2"	chr1	+	1628272	1628722	1628272	1628399	1628488	1628722
2953	"ENSG00000197530.12"	"MIB2"	chr1	+	1626836	1627207	1626836	1626999	1627073	1627207
2954	"ENSG00000168970.22"	"JMJD7-PLA2G4B"	chr15	+	41845202	41845775	41845202	41845320	41845637	41845775
2955	"ENSG00000168970.22"	"JMJD7-PLA2G4B"	chr15	+	41834739	41835223	41834739	41834893	41834969	41835223
2956	"ENSG00000168970.22"	"JMJD7-PLA2G4B"	chr15	+	41836474	41836940	41836474	41836551	41836780	41836940
2957	"ENSG00000168970.22"	"JMJD7-PLA2G4B"	chr15	+	41837067	41840230	41837067	41837374	41840024	41840230
2958	"ENSG00000168970.22"	"JMJD7-PLA2G4B"	chr15	+	41845942	41846382	41845942	41846047	41846202	41846382
2959	"ENSG00000168970.22"	"JMJD7-PLA2G4B"	chr15	+	41842192	41842591	41842192	41842276	41842553	41842591
2960	"ENSG00000100167.20"	"SEPTIN3"	chr22	+	41994620	41998221	41994620	41994714	41996901	41998221
2961	"ENSG00000167748.11"	"KLK1"	chr19	-	50819898	50820443	50819898	50820035	50820153	50820443
2962	"ENSG00000187905.10"	"LRRC74B"	chr22	+	21047883	21049157	21047883	21048016	21048950	21049157
2963	"ENSG00000167716.18"	"WDR81"	chr17	+	1735571	1736218	1735571	1735717	1736038	1736218
2964	"ENSG00000077458.13"	"FAM76B"	chr11	-	95788498	95789782	95788498	95788563	95789391	95789782
2965	"ENSG00000011243.18"	"AKAP8L"	chr19	-	15403474	15403715	15403474	15403555	15403657	15403715
2966	"ENSG00000011243.18"	"AKAP8L"	chr19	-	15403474	15403715	15403474	15403555	15403652	15403715
2967	"ENSG00000011243.18"	"AKAP8L"	chr19	-	15403474	15404042	15403474	15403555	15404009	15404042
2968	"ENSG00000011243.18"	"AKAP8L"	chr19	-	15403474	15404042	15403474	15403715	15404009	15404042
2969	"ENSG00000011243.18"	"AKAP8L"	chr19	-	15398629	15399410	15398629	15398703	15399301	15399410
2970	"ENSG00000011243.18"	"AKAP8L"	chr19	-	15398629	15399410	15398629	15398766	15399301	15399410
2971	"ENSG00000237928.6"	"NFIA-AS2"	chr1	-	60952510	60954370	60952510	60952684	60954321	60954370
2972	"ENSG00000141510.17"	"TP53"	chr17	-	7676381	7676622	7676381	7676403	7676520	7676622
2973	"ENSG00000141506.13"	"PIK3R5"	chr17	-	8881629	8881881	8881629	8881712	8881787	8881881
2974	"ENSG00000176014.13"	"TUBB6"	chr18	+	12308240	12308795	12308240	12308349	12308686	12308795
2975	"ENSG00000179583.19"	"CIITA"	chr16	+	10906498	10909187	10906498	10908149	10909028	10909187
2976	"ENSG00000071859.15"	"FAM50A"	chrX	+	154449680	154449931	154449680	154449735	154449882	154449931
2977	"ENSG00000156500.15"	"FAM122C"	chrX	+	134807190	134807708	134807190	134807341	134807539	134807708
2978	"ENSG00000204394.13"	"VARS1"	chr6	-	31782529	31782845	31782529	31782633	31782720	31782845
2979	"ENSG00000204394.13"	"VARS1"	chr6	-	31781690	31781952	31781690	31781761	31781846	31781952
2980	"ENSG00000235522.6"	"AC010978.1"	chr2	-	105856669	105857177	105856669	105856746	105857132	105857177
2981	"ENSG00000235522.6"	"AC010978.1"	chr2	-	105856669	105857177	105856669	105856746	105856961	105857177
2982	"ENSG00000115159.16"	"GPD2"	chr2	+	156578888	156579164	156578888	156579001	156579085	156579164
2983	"ENSG00000204351.12"	"SKIV2L"	chr6	+	31961040	31961675	31961040	31961094	31961546	31961675
2984	"ENSG00000204351.12"	"SKIV2L"	chr6	+	31962713	31963091	31962713	31962798	31962984	31963091
2985	"ENSG00000204351.12"	"SKIV2L"	chr6	+	31969279	31969751	31969279	31969420	31969514	31969751
2986	"ENSG00000204351.12"	"SKIV2L"	chr6	+	31968622	31969089	31968622	31968796	31968870	31969089
2987	"ENSG00000175216.15"	"CKAP5"	chr11	-	46769962	46770263	46769962	46770098	46770235	46770263
2988	"ENSG00000197816.15"	"CCDC180"	chr9	+	97307735	97308132	97307735	97307806	97307982	97308132
2989	"ENSG00000236854.2"	"AL133244.2"	chr2	+	32928031	32928405	32928031	32928123	32928235	32928405
2990	"ENSG00000135837.16"	"CEP350"	chr1	+	180110996	180113380	180110996	180111195	180112436	180113380
2991	"ENSG00000105640.13"	"RPL18A"	chr19	+	17861292	17861472	17861292	17861307	17861424	17861472
2992	"ENSG00000087460.25"	"GNAS"	chr20	+	58909349	58909579	58909349	58909423	58909520	58909579
2993	"ENSG00000100439.10"	"ABHD4"	chr14	+	22603389	22603762	22603389	22603496	22603600	22603762
2994	"ENSG00000091640.8"	"SPAG7"	chr17	-	4959225	4959916	4959225	4959643	4959759	4959916
2995	"ENSG00000172009.15"	"THOP1"	chr19	+	2807441	2808444	2807441	2807808	2808242	2808444
2996	"ENSG00000172009.15"	"THOP1"	chr19	+	2807441	2808444	2807441	2807773	2808242	2808444
2997	"ENSG00000213672.8"	"NCKIPSD"	chr3	-	48678876	48679183	48678876	48678969	48679054	48679183
2998	"ENSG00000204677.13"	"FAM153CP"	chr5	+	178046871	178047133	178046871	178046939	178047027	178047133
2999	"ENSG00000204677.13"	"FAM153CP"	chr5	+	178038837	178039411	178038837	178038917	178039386	178039411
3000	"ENSG00000204677.13"	"FAM153CP"	chr5	+	178048664	178052687	178048664	178049321	178052532	178052687
3001	"ENSG00000158352.15"	"SHROOM4"	chrX	-	50591646	50596964	50591646	50592144	50595697	50596964
3002	"ENSG00000160007.19"	"ARHGAP35"	chr19	+	46987988	46989675	46987988	46988066	46989543	46989675
3003	"ENSG00000162069.16"	"BICDL2"	chr16	-	3029544	3030595	3029544	3029739	3030448	3030595
3004	"ENSG00000160948.14"	"VPS28"	chr8	-	144424945	144425772	144424945	144425000	144425682	144425772
3005	"ENSG00000160948.14"	"VPS28"	chr8	-	144423616	144424132	144423616	144423922	144424040	144424132
3006	"ENSG00000160948.14"	"VPS28"	chr8	-	144424945	144425772	144424945	144425051	144425682	144425772
3007	"ENSG00000160948.14"	"VPS28"	chr8	-	144425682	144426208	144425682	144425772	144426025	144426208
3008	"ENSG00000160948.14"	"VPS28"	chr8	-	144424214	144424819	144424214	144424268	144424717	144424819
3009	"ENSG00000160948.14"	"VPS28"	chr8	-	144424717	144425772	144424717	144424819	144424945	144425772
3010	"ENSG00000160948.14"	"VPS28"	chr8	-	144426025	144426208	144426025	144426063	144426179	144426208
3011	"ENSG00000214548.18"	"MEG3"	chr14	+	100829033	100831534	100829033	100829749	100831420	100831534
3012	"ENSG00000214548.18"	"MEG3"	chr14	+	100834631	100835549	100834631	100834751	100835369	100835549
3013	"ENSG00000214548.18"	"MEG3"	chr14	+	100829033	100829749	100829033	100829181	100829708	100829749
3014	"ENSG00000214548.18"	"MEG3"	chr14	+	100829033	100831534	100829033	100829787	100831420	100831534
3015	"ENSG00000214548.18"	"MEG3"	chr14	+	100834631	100835549	100834631	100834751	100835292	100835549
3016	"ENSG00000214548.18"	"MEG3"	chr14	+	100834631	100835549	100834631	100834751	100835388	100835549
3017	"ENSG00000128285.4"	"MCHR1"	chr22	+	40680948	40682083	40680948	40681124	40681502	40682083
3018	"ENSG00000124782.20"	"RREB1"	chr6	+	7181123	7182082	7181123	7181289	7181869	7182082
3019	"ENSG00000124782.20"	"RREB1"	chr6	+	7181123	7182082	7181123	7181246	7181869	7182082
3020	"ENSG00000223501.9"	"VPS52"	chr6	-	33264373	33264900	33264373	33264497	33264781	33264900
3021	"ENSG00000168394.11"	"TAP1"	chr6	-	32847067	32847675	32847067	32847204	32847512	32847675
3022	"ENSG00000172262.11"	"ZNF131"	chr5	+	43161248	43161931	43161248	43161606	43161708	43161931
3023	"ENSG00000172262.11"	"ZNF131"	chr5	+	43161248	43161931	43161248	43161613	43161708	43161931
3024	"ENSG00000233321.2"	"LINC02669"	chr10	-	3502330	3502866	3502330	3502505	3502617	3502866
3025	"ENSG00000174365.20"	"SNHG11"	chr20	+	38447465	38448730	38447465	38447623	38448665	38448730
3026	"ENSG00000174365.20"	"SNHG11"	chr20	+	38447465	38448730	38447465	38447623	38448661	38448730
3027	"ENSG00000174365.20"	"SNHG11"	chr20	+	38448661	38450447	38448661	38448730	38450261	38450447
3028	"ENSG00000174365.20"	"SNHG11"	chr20	+	38450261	38450921	38450261	38450447	38450532	38450921
3029	"ENSG00000174365.20"	"SNHG11"	chr20	+	38448661	38450447	38448661	38448730	38450335	38450447
3030	"ENSG00000171346.16"	"KRT15"	chr17	-	41516807	41517165	41516807	41516964	41517082	41517165
3031	"ENSG00000148399.13"	"DPH7"	chr9	-	137564892	137565154	137564892	137564958	137565084	137565154
3032	"ENSG00000148399.13"	"DPH7"	chr9	-	137575708	137576167	137575708	137575892	137576079	137576167
3033	"ENSG00000146247.14"	"PHIP"	chr6	-	78955612	78958600	78955612	78955682	78958474	78958600
3034	"ENSG00000144224.17"	"UBXN4"	chr2	+	135753538	135754277	135753538	135753567	135754158	135754277
3035	"ENSG00000234394.8"	"AL353608.3"	chr9	+	68326262	68328690	68326262	68326954	68328579	68328690
3036	"ENSG00000167515.10"	"TRAPPC2L"	chr16	+	88859344	88859750	88859344	88859443	88859572	88859750
3037	"ENSG00000162873.14"	"KLHDC8A"	chr1	-	205343228	205343793	205343228	205343598	205343697	205343793
3038	"ENSG00000103067.14"	"ESRP2"	chr16	-	68232576	68232815	68232576	68232687	68232760	68232815
3039	"ENSG00000103067.14"	"ESRP2"	chr16	-	68232576	68232815	68232576	68232717	68232760	68232815
3040	"ENSG00000113163.17"	"CERT1"	chr5	-	75400204	75403058	75400204	75400291	75402971	75403058
3041	"ENSG00000113163.17"	"CERT1"	chr5	-	75400204	75403058	75400204	75400297	75402971	75403058
3042	"ENSG00000172500.12"	"FIBP"	chr11	-	65884569	65884998	65884569	65884656	65884934	65884998
3043	"ENSG00000006071.14"	"ABCC8"	chr11	-	17460487	17461825	17460487	17460676	17461582	17461825
3044	"ENSG00000006071.14"	"ABCC8"	chr11	-	17428288	17428670	17428288	17428471	17428564	17428670
3045	"ENSG00000006071.14"	"ABCC8"	chr11	-	17428288	17428670	17428288	17428405	17428564	17428670
3046	"ENSG00000006071.14"	"ABCC8"	chr11	-	17428288	17428670	17428288	17428397	17428564	17428670
3047	"ENSG00000006071.14"	"ABCC8"	chr11	-	17395609	17397313	17395609	17395718	17395851	17397313
3048	"ENSG00000006071.14"	"ABCC8"	chr11	-	17395851	17397797	17395851	17397313	17397683	17397797
3049	"ENSG00000006071.14"	"ABCC8"	chr11	-	17396915	17397797	17396915	17397046	17397192	17397797
3050	"ENSG00000006071.14"	"ABCC8"	chr11	-	17396915	17397313	17396915	17397058	17397192	17397313
3051	"ENSG00000006071.14"	"ABCC8"	chr11	-	17395851	17397797	17395851	17395930	17396877	17397797
3052	"ENSG00000006071.14"	"ABCC8"	chr11	-	17395851	17397313	17395851	17395930	17396915	17397313
3053	"ENSG00000006071.14"	"ABCC8"	chr11	-	17460487	17461825	17460487	17460676	17461585	17461825
3054	"ENSG00000006071.14"	"ABCC8"	chr11	-	17396915	17397313	17396915	17397016	17397192	17397313
3055	"ENSG00000011638.10"	"TMEM159"	chr16	+	21160977	21161278	21160977	21161008	21161084	21161278
3056	"ENSG00000169738.8"	"DCXR"	chr17	-	82036190	82036643	82036190	82036448	82036543	82036643
3057	"ENSG00000169738.8"	"DCXR"	chr17	-	82036543	82036763	82036543	82036643	82036720	82036763
3058	"ENSG00000169738.8"	"DCXR"	chr17	-	82036190	82036448	82036190	82036308	82036383	82036448
3059	"ENSG00000169738.8"	"DCXR"	chr17	-	82036190	82036448	82036190	82036322	82036383	82036448
3060	"ENSG00000169738.8"	"DCXR"	chr17	-	82036720	82037013	82036720	82036763	82036858	82037013
3061	"ENSG00000169738.8"	"DCXR"	chr17	-	82036858	82037547	82036858	82037013	82037449	82037547
3062	"ENSG00000163743.13"	"RCHY1"	chr4	-	75490580	75491782	75490580	75490701	75491723	75491782
3063	"ENSG00000089053.13"	"ANAPC5"	chr12	-	121318276	121318608	121318276	121318424	121318500	121318608
3064	"ENSG00000089053.13"	"ANAPC5"	chr12	-	121318276	121318608	121318276	121318404	121318500	121318608
3065	"ENSG00000089053.13"	"ANAPC5"	chr12	-	121318276	121318608	121318276	121318351	121318500	121318608
3066	"ENSG00000089053.13"	"ANAPC5"	chr12	-	121345838	121347005	121345838	121346031	121346895	121347005
3067	"ENSG00000089053.13"	"ANAPC5"	chr12	-	121327095	121328497	121327095	121327231	121328315	121328497
3068	"ENSG00000175463.12"	"TBC1D10C"	chr11	+	67409406	67410089	67409406	67409454	67409871	67410089
3069	"ENSG00000123737.12"	"EXOSC9"	chr4	+	121813865	121816447	121813865	121814047	121816368	121816447
3070	"ENSG00000109572.14"	"CLCN3"	chr4	+	169697188	169697734	169697188	169697279	169697360	169697734
3071	"ENSG00000129667.12"	"RHBDF2"	chr17	-	76478805	76479277	76478805	76479009	76479081	76479277
3072	"ENSG00000129667.12"	"RHBDF2"	chr17	-	76487711	76488132	76487711	76487851	76487973	76488132
3073	"ENSG00000129667.12"	"RHBDF2"	chr17	-	76472685	76473105	76472685	76472839	76473004	76473105
3074	"ENSG00000129667.12"	"RHBDF2"	chr17	-	76487711	76488132	76487711	76487909	76488014	76488132
3075	"ENSG00000109794.13"	"FAM149A"	chr4	+	186163423	186163633	186163423	186163628	186163630	186163633
3076	"ENSG00000198089.16"	"SFI1"	chr22	+	31604868	31606430	31604868	31604945	31606327	31606430
3077	"ENSG00000198089.16"	"SFI1"	chr22	+	31618114	31618547	31618114	31618226	31618313	31618547
3078	"ENSG00000185453.13"	"ZSWIM9"	chr19	+	48194652	48197620	48194652	48195918	48197229	48197620
3079	"ENSG00000237401.8"	"LINC01304"	chr2	-	3959563	3960556	3959563	3959774	3959915	3960556
3080	"ENSG00000172053.18"	"QARS1"	chr3	-	49098191	49098480	49098191	49098251	49098352	49098480
3081	"ENSG00000172053.18"	"QARS1"	chr3	-	49103344	49103706	49103344	49103409	49103555	49103706
3082	"ENSG00000172053.18"	"QARS1"	chr3	-	49098191	49098480	49098191	49098258	49098352	49098480
3083	"ENSG00000172053.18"	"QARS1"	chr3	-	49098191	49098480	49098191	49098258	49098372	49098480
3084	"ENSG00000172053.18"	"QARS1"	chr3	-	49097991	49098480	49097991	49098117	49098352	49098480
3085	"ENSG00000172053.18"	"QARS1"	chr3	-	49097991	49098480	49097991	49098117	49098191	49098480
3086	"ENSG00000172053.18"	"QARS1"	chr3	-	49098352	49098692	49098352	49098480	49098599	49098692
3087	"ENSG00000172053.18"	"QARS1"	chr3	-	49098599	49098989	49098599	49098692	49098884	49098989
3088	"ENSG00000172053.18"	"QARS1"	chr3	-	49103344	49103706	49103344	49103431	49103630	49103706
3089	"ENSG00000172053.18"	"QARS1"	chr3	-	49099760	49100091	49099760	49099853	49099960	49100091
3090	"ENSG00000172053.18"	"QARS1"	chr3	-	49103344	49103706	49103344	49103409	49103630	49103706
3091	"ENSG00000172053.18"	"QARS1"	chr3	-	49099760	49100091	49099760	49099853	49099993	49100091
3092	"ENSG00000172053.18"	"QARS1"	chr3	-	49103344	49103706	49103344	49103466	49103630	49103706
3093	"ENSG00000251322.9"	"SHANK3"	chr22	+	50697998	50698803	50697998	50698342	50698689	50698803
3094	"ENSG00000251322.9"	"SHANK3"	chr22	+	50697998	50698803	50697998	50698122	50698689	50698803
3095	"ENSG00000162032.16"	"SPSB3"	chr16	-	1777945	1778612	1777945	1778048	1778133	1778612
3096	"ENSG00000162032.16"	"SPSB3"	chr16	-	1777746	1778612	1777746	1777872	1777945	1778612
3097	"ENSG00000162032.16"	"SPSB3"	chr16	-	1778133	1778612	1778133	1778321	1778434	1778612
3098	"ENSG00000170909.13"	"OSCAR"	chr19	-	54094669	54096153	54094669	54095357	54095871	54096153
3099	"ENSG00000166398.13"	"KIAA0355"	chr19	+	34299678	34300968	34299678	34299923	34300754	34300968
3100	"ENSG00000108602.18"	"ALDH3A1"	chr17	-	19742544	19743463	19742544	19742630	19743231	19743463
3101	"ENSG00000138738.10"	"PRDM5"	chr4	-	120816452	120816924	120816452	120816574	120816831	120816924
3102	"ENSG00000085998.14"	"POMGNT1"	chr1	-	46188682	46189357	46188682	46188980	46189241	46189357
3103	"ENSG00000132275.11"	"RRP8"	chr11	-	6600925	6601602	6600925	6601055	6601148	6601602
3104	"ENSG00000184619.6"	"KRBA2"	chr17	-	8371308	8372081	8371308	8371494	8371599	8372081
3105	"ENSG00000178460.18"	"MCMDC2"	chr8	+	66874325	66874586	66874325	66874456	66874526	66874586
3106	"ENSG00000102038.15"	"SMARCA1"	chrX	-	129480700	129481185	129480700	129480814	129481074	129481185
3107	"ENSG00000164934.14"	"DCAF13"	chr8	+	103427096	103430689	103427096	103427252	103430611	103430689
3108	"ENSG00000167702.12"	"KIFC2"	chr8	+	144472794	144474202	144472794	144473051	144473131	144474202
3109	"ENSG00000004777.18"	"ARHGAP33"	chr19	+	35787167	35788822	35787167	35787559	35787643	35788822
3110	"ENSG00000115257.15"	"PCSK4"	chr19	-	1486852	1487313	1486852	1487065	1487140	1487313
3111	"ENSG00000115257.15"	"PCSK4"	chr19	-	1486852	1487313	1486852	1486973	1487140	1487313
3112	"ENSG00000115257.15"	"PCSK4"	chr19	-	1483649	1483941	1483649	1483767	1483837	1483941
3113	"ENSG00000281692.2"	"PACRG-AS1"	chr6	-	163320400	163324069	163320400	163320559	163323390	163324069
3114	"ENSG00000149499.11"	"EML3"	chr11	-	62603943	62604201	62603943	62604041	62604112	62604201
3115	"ENSG00000149499.11"	"EML3"	chr11	-	62602758	62603247	62602758	62602889	62603148	62603247
3116	"ENSG00000149499.11"	"EML3"	chr11	-	62602758	62603247	62602758	62602779	62603148	62603247
3117	"ENSG00000165076.14"	"PRSS37"	chr7	-	141841015	141841485	141841015	141841068	141841454	141841485
3118	"ENSG00000090581.10"	"GNPTG"	chr16	+	1362205	1362742	1362205	1362534	1362610	1362742
3119	"ENSG00000090581.10"	"GNPTG"	chr16	+	1352101	1352306	1352101	1352159	1352238	1352306
3120	"ENSG00000090581.10"	"GNPTG"	chr16	+	1362205	1362534	1362205	1362320	1362451	1362534
3121	"ENSG00000177731.16"	"FLII"	chr17	-	18253543	18254182	18253543	18253719	18254078	18254182
3122	"ENSG00000177731.16"	"FLII"	chr17	-	18245554	18246062	18245554	18245660	18245837	18246062
3123	"ENSG00000177731.16"	"FLII"	chr17	-	18245353	18245660	18245353	18245419	18245554	18245660
3124	"ENSG00000177731.16"	"FLII"	chr17	-	18245554	18246062	18245554	18245660	18245743	18246062
3125	"ENSG00000177731.16"	"FLII"	chr17	-	18256908	18257276	18256908	18257019	18257123	18257276
3126	"ENSG00000177731.16"	"FLII"	chr17	-	18245229	18245419	18245229	18245272	18245353	18245419
3127	"ENSG00000177731.16"	"FLII"	chr17	-	18245743	18246062	18245743	18245850	18245933	18246062
3128	"ENSG00000160781.17"	"PAQR6"	chr1	-	156245781	156246250	156245781	156245987	156246122	156246250
3129	"ENSG00000141971.13"	"MVB12A"	chr19	+	17424930	17425332	17424930	17425014	17425046	17425332
3130	"ENSG00000177628.16"	"GBA"	chr1	-	155235194	155235844	155235194	155235311	155235680	155235844
3131	"ENSG00000118094.12"	"TREH"	chr11	-	118660865	118661282	118660865	118660915	118661159	118661282
3132	"ENSG00000066933.16"	"MYO9A"	chr15	-	72117679	72118081	72117679	72117883	72117914	72118081
3133	"ENSG00000135452.10"	"TSPAN31"	chr12	+	57746175	57746720	57746175	57746256	57746592	57746720
3134	"ENSG00000135452.10"	"TSPAN31"	chr12	+	57746175	57746720	57746175	57746256	57746588	57746720
3135	"ENSG00000189046.11"	"ALKBH2"	chr12	-	109092506	109093472	109092506	109092787	109093246	109093472
3136	"ENSG00000189046.11"	"ALKBH2"	chr12	-	109092506	109093472	109092506	109092937	109093246	109093472
