ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
1701	"ENSG00000228495.2"	"LINC01013"	chr6	+	132160766	132160914	132163896	132164193	132154655	132154777	132169000	132169361
1702	"ENSG00000186153.17"	"WWOX"	chr16	+	78164182	78164289	78756939	78757015	78114975	78115154	79211607	79212667
1703	"ENSG00000187908.19"	"DMBT1"	chr10	+	122594495	122594528	122613167	122613200	122580865	122580895	122613973	122614297
1704	"ENSG00000187908.19"	"DMBT1"	chr10	+	122603099	122603129	122607158	122607188	122601796	122602120	122609108	122609141
1705	"ENSG00000138592.14"	"USP8"	chr15	+	50449399	50449485	50458999	50459162	50439008	50439177	50462279	50462322
1706	"ENSG00000235257.9"	"ITGA9-AS1"	chr3	-	37821013	37821100	37834678	37834767	37753928	37754052	37861700	37861771
1707	"ENSG00000181315.11"	"ZNF322"	chr6	-	26643658	26643728	26658557	26658646	26634392	26638728	26659440	26659752
1708	"ENSG00000117620.15"	"SLC35A3"	chr1	+	99999260	99999415	100007033	100007156	99993536	99993741	100011364	100011533
1709	"ENSG00000090905.19"	"TNRC6A"	chr16	+	24815146	24815305	24815354	24815475	24809349	24809481	24816815	24816956
1710	"ENSG00000176124.14"	"DLEU1"	chr13	+	50338675	50338834	50415088	50415202	50083141	50083194	50433412	50433550
1711	"ENSG00000176124.14"	"DLEU1"	chr13	+	50338675	50338834	50390197	50390291	50083141	50083194	50433412	50433550
1712	"ENSG00000176124.14"	"DLEU1"	chr13	+	50458001	50458113	50492650	50492761	50433412	50433550	50527865	50528064
1713	"ENSG00000176124.14"	"DLEU1"	chr13	+	50415088	50415202	50433412	50433550	50390197	50390291	50527865	50528064
1714	"ENSG00000176124.14"	"DLEU1"	chr13	+	50415088	50415202	50433412	50433550	50390197	50390291	50492650	50492761
1715	"ENSG00000176124.14"	"DLEU1"	chr13	+	50492650	50492761	50527865	50528064	50433412	50433550	50533193	50533861
1716	"ENSG00000176124.14"	"DLEU1"	chr13	+	50492650	50492761	50527865	50528064	50415088	50415202	50528179	50528534
1717	"ENSG00000176124.14"	"DLEU1"	chr13	+	50390197	50390291	50415088	50415202	50083141	50083194	50433412	50433550
1718	"ENSG00000176124.14"	"DLEU1"	chr13	+	50390197	50390291	50415088	50415202	50082170	50082557	50433412	50433550
1719	"ENSG00000176124.14"	"DLEU1"	chr13	+	50390197	50390291	50415089	50415202	50274931	50275046	50433412	50433550
1720	"ENSG00000176124.14"	"DLEU1"	chr13	+	50156826	50158076	50415088	50415202	50082170	50082557	50433412	50433550
1721	"ENSG00000176124.14"	"DLEU1"	chr13	+	50433412	50433550	50492650	50492761	50415088	50415202	50527865	50528064
1722	"ENSG00000176124.14"	"DLEU1"	chr13	+	50433412	50433550	50527865	50528064	50415088	50415202	50528179	50528534
1723	"ENSG00000104408.10"	"EIF3E"	chr8	-	108242111	108242256	108243292	108243463	108241798	108241913	108248612	108248717
1724	"ENSG00000283761.1"	"AC118553.2"	chr1	+	100015301	100015420	100043072	100043229	100011364	100011533	100049908	100050004
1725	"ENSG00000120088.14"	"CRHR1"	chr17	+	45833451	45833537	45833713	45833849	45833137	45833210	45834006	45834048
1726	"ENSG00000120088.14"	"CRHR1"	chr17	+	45816462	45816582	45821354	45821440	45807009	45807097	45829214	45829321
1727	"ENSG00000182287.15"	"AP1S2"	chrX	-	15831451	15831568	15840496	15840591	15828191	15828200	15845378	15845516
1728	"ENSG00000180769.10"	"WDFY3-AS2"	chr4	+	84969775	84969876	85000690	85000765	84965649	84965858	85004229	85004327
1729	"ENSG00000180769.10"	"WDFY3-AS2"	chr4	+	85000690	85000765	85002537	85002737	84969724	84969876	85004229	85004327
1730	"ENSG00000133794.18"	"ARNTL"	chr11	+	13326412	13326467	13349944	13350070	13309986	13310059	13354300	13354448
1731	"ENSG00000008517.16"	"IL32"	chr16	+	3067983	3068010	3068179	3068239	3067553	3067613	3068989	3069667
1732	"ENSG00000008517.16"	"IL32"	chr16	+	3067376	3067415	3067442	3067613	3065783	3065826	3067983	3068010
1733	"ENSG00000008517.16"	"IL32"	chr16	+	3067553	3067613	3067983	3068010	3067376	3067415	3068179	3068239
1734	"ENSG00000239382.10"	"ALKBH6"	chr19	-	36011403	36011464	36013000	36013089	36010893	36011045	36013343	36013422
1735	"ENSG00000162687.18"	"KCNT2"	chr1	-	196343055	196343105	196373139	196373248	196342078	196342228	196398562	196398671
1736	"ENSG00000162687.18"	"KCNT2"	chr1	-	196317173	196317269	196326716	196326889	196315891	196316026	196331155	196331261
1737	"ENSG00000162687.18"	"KCNT2"	chr1	-	196317173	196317269	196319483	196319555	196315891	196316026	196326716	196326889
1738	"ENSG00000237992.3"	"LINC01808"	chr2	+	19479096	19479142	19479223	19479284	19475450	19475612	19480317	19480425
1739	"ENSG00000138760.10"	"SCARB2"	chr4	-	76175790	76175910	76176436	76176528	76174143	76174313	76179516	76179705
1740	"ENSG00000204410.16"	"MSH5"	chr6	+	31761817	31761865	31761865	31761955	31761471	31761615	31762111	31762185
1741	"ENSG00000251138.7"	"AC090015.1"	chr12	-	74325997	74326171	74332233	74332395	74321534	74321694	74339664	74339795
1742	"ENSG00000251138.7"	"AC090015.1"	chr12	-	74339664	74339795	74377562	74377632	74306557	74306669	74402003	74402137
1743	"ENSG00000251138.7"	"AC090015.1"	chr12	-	74321534	74321694	74339664	74339795	74306557	74306669	74402003	74402137
1744	"ENSG00000251138.7"	"AC090015.1"	chr12	-	74321534	74321694	74377562	74377632	74306557	74306669	74402003	74402137
1745	"ENSG00000251138.7"	"AC090015.1"	chr12	-	74321534	74321694	74339664	74339795	74306557	74306669	74377562	74377632
1746	"ENSG00000078304.19"	"PPP2R5C"	chr14	+	101786017	101786183	101818991	101819085	101762904	101762970	101856685	101856885
1747	"ENSG00000078304.19"	"PPP2R5C"	chr14	+	101889981	101890192	101890236	101890296	101883431	101883562	101892999	101893108
1748	"ENSG00000078304.19"	"PPP2R5C"	chr14	+	101883256	101883349	101883431	101883562	101882160	101882271	101890236	101890296
1749	"ENSG00000197530.12"	"MIB2"	chr1	+	1625545	1625653	1626649	1626754	1625285	1625428	1626836	1626999
1750	"ENSG00000243406.6"	"MRPS31P5"	chr13	-	52183975	52184114	52184272	52184408	52180581	52180654	52186682	52186823
1751	"ENSG00000011243.18"	"AKAP8L"	chr19	-	15403474	15403555	15403657	15403715	15401149	15401603	15404009	15404042
1752	"ENSG00000112715.23"	"VEGFA"	chr6	+	43778459	43778536	43782010	43782087	43777468	43777665	43784540	43784562
1753	"ENSG00000112715.23"	"VEGFA"	chr6	+	43780731	43780803	43781955	43782052	43778888	43778918	43784540	43784562
1754	"ENSG00000112715.23"	"VEGFA"	chr6	+	43780731	43780803	43781955	43782087	43778888	43778918	43784540	43784562
1755	"ENSG00000141506.13"	"PIK3R5"	chr17	-	8889972	8890126	8890737	8890912	8889138	8889222	8893585	8893655
1756	"ENSG00000145012.13"	"LPP"	chr3	+	188341662	188341719	188406111	188406313	188225404	188225527	188484591	188484704
1757	"ENSG00000164619.10"	"BMPER"	chr7	+	34062001	34062047	34078984	34079186	34058058	34058163	34085755	34086092
1758	"ENSG00000164619.10"	"BMPER"	chr7	+	34062001	34062047	34078856	34079186	34055162	34055303	34085755	34086092
1759	"ENSG00000164619.10"	"BMPER"	chr7	+	34062001	34062047	34078984	34079186	34055162	34055303	34085755	34086092
1760	"ENSG00000164619.10"	"BMPER"	chr7	+	33939951	33940021	33944191	33944308	33937288	33937388	33966478	33966561
1761	"ENSG00000164619.10"	"BMPER"	chr7	+	33976997	33977115	34046305	34046405	33974701	33974784	34051860	34051970
1762	"ENSG00000156500.15"	"FAM122C"	chrX	+	134847882	134847971	134849166	134849228	134847382	134847475	134852799	134852896
1763	"ENSG00000233491.8"	"AC008163.1"	chr7	-	81590971	81591066	81594520	81594656	81588852	81588975	81597655	81597826
1764	"ENSG00000204677.13"	"FAM153CP"	chr5	+	178020259	178020453	178032742	178032886	178009325	178009381	178035095	178035154
1765	"ENSG00000138078.15"	"PREPL"	chr2	-	44332458	44332656	44338350	44338536	44328936	44329112	44339146	44339363
1766	"ENSG00000082212.13"	"ME2"	chr18	+	50916167	50916243	50917346	50917508	50912800	50912950	50918109	50918213
1767	"ENSG00000259070.7"	"LINC00639"	chr14	-	38890740	38890798	38941353	38941373	38835541	38839204	38941519	38941695
1768	"ENSG00000140374.16"	"ETFA"	chr15	-	76284364	76284460	76284804	76284927	76283756	76283825	76285636	76285738
1769	"ENSG00000214548.18"	"MEG3"	chr14	+	100835369	100835549	100835735	100835879	100834631	100834751	100836166	100836300
1770	"ENSG00000214548.18"	"MEG3"	chr14	+	100835369	100835549	100835738	100835879	100831420	100831534	100836166	100836300
1771	"ENSG00000214548.18"	"MEG3"	chr14	+	100835369	100835549	100835735	100835879	100831420	100831534	100836166	100836300
1772	"ENSG00000214548.18"	"MEG3"	chr14	+	100832511	100832641	100835738	100835879	100831420	100831534	100836166	100836300
1773	"ENSG00000214548.18"	"MEG3"	chr14	+	100832511	100832641	100835369	100835549	100831420	100831534	100836166	100836300
1774	"ENSG00000214548.18"	"MEG3"	chr14	+	100832511	100832641	100835735	100835879	100831420	100831534	100836166	100836300
1775	"ENSG00000214548.18"	"MEG3"	chr14	+	100831015	100831094	100831420	100831534	100829033	100829749	100835735	100835879
1776	"ENSG00000214548.18"	"MEG3"	chr14	+	100831420	100831534	100832511	100832641	100829033	100829749	100836166	100836300
1777	"ENSG00000214548.18"	"MEG3"	chr14	+	100831420	100831534	100835735	100835879	100831015	100831094	100836166	100836300
1778	"ENSG00000214548.18"	"MEG3"	chr14	+	100834631	100834751	100835738	100835879	100831420	100831534	100836166	100836300
1779	"ENSG00000214548.18"	"MEG3"	chr14	+	100834631	100834751	100835369	100835549	100831420	100831534	100836166	100836300
1780	"ENSG00000214548.18"	"MEG3"	chr14	+	100834631	100834751	100835735	100835879	100831420	100831534	100836166	100836300
1781	"ENSG00000214548.18"	"MEG3"	chr14	+	100857338	100857388	100857647	100857797	100845457	100845533	100860690	100861026
1782	"ENSG00000060762.19"	"MPC1"	chr6	-	166366968	166367187	166369465	166369469	166366794	166366891	166382805	166383013
1783	"ENSG00000060762.19"	"MPC1"	chr6	-	166366968	166367184	166368732	166368961	166366794	166366891	166370217	166370221
1784	"ENSG00000231312.7"	"MAP4K3-DT"	chr2	+	39557981	39558046	39584604	39587353	39518582	39518710	39588448	39588567
1785	"ENSG00000172262.11"	"ZNF131"	chr5	+	43139164	43139309	43161248	43161931	43123208	43123310	43173317	43173448
1786	"ENSG00000233321.2"	"LINC02669"	chr10	-	3487331	3488352	3496152	3496236	3486630	3487010	3497652	3497724
1787	"ENSG00000255819.7"	"KLRC4-KLRK1"	chr12	-	10393809	10393867	10405849	10405950	10391834	10391891	10407635	10407789
1788	"ENSG00000257062.6"	"AC022335.1"	chr12	+	21089907	21089929	21119603	21119627	21076451	21076569	21126107	21126257
1789	"ENSG00000155111.15"	"CDK19"	chr6	-	110632029	110632161	110638648	110638706	110627001	110627145	110667433	110667574
1790	"ENSG00000284523.2"	"AC004834.1"	chr7	-	99299463	99299666	99305588	99305769	99290876	99290976	99319236	99319444
1791	"ENSG00000185842.15"	"DNAH14"	chr1	+	225123526	225123614	225140730	225141021	225119219	225119294	225144396	225144628
1792	"ENSG00000185842.15"	"DNAH14"	chr1	+	225338060	225338182	225338258	225338287	225337265	225337496	225340456	225340701
1793	"ENSG00000232284.7"	"GNG12-AS1"	chr1	+	68100697	68100774	68102654	68102727	68099728	68099792	68117450	68117732
1794	"ENSG00000162873.14"	"KLHDC8A"	chr1	-	205344133	205344458	205348375	205348590	205343228	205343793	205356532	205356569
1795	"ENSG00000131504.17"	"DIAPH1"	chr5	-	141550498	141550507	141571427	141571436	141534334	141534433	141571925	141572040
1796	"ENSG00000226803.9"	"ZNF451-AS1"	chr6	-	57116839	57116921	57134146	57134215	57115455	57115563	57151027	57151195
1797	"ENSG00000226803.9"	"ZNF451-AS1"	chr6	-	57116425	57116547	57134146	57134215	57116037	57116127	57171004	57171049
1798	"ENSG00000226803.9"	"ZNF451-AS1"	chr6	-	57116425	57116547	57134146	57134215	57115455	57115563	57171004	57171049
1799	"ENSG00000226803.9"	"ZNF451-AS1"	chr6	-	57151027	57151195	57151822	57151906	57134146	57134215	57171004	57171049
1800	"ENSG00000015153.14"	"YAF2"	chr12	-	42199135	42199235	42210354	42210454	42161612	42161765	42210547	42210619
1801	"ENSG00000015153.14"	"YAF2"	chr12	-	42199135	42199235	42210547	42210619	42161612	42161765	42237598	42237724
1802	"ENSG00000123737.12"	"EXOSC9"	chr4	+	121809833	121809916	121809966	121810099	121807539	121807622	121811582	121811671
1803	"ENSG00000123737.12"	"EXOSC9"	chr4	+	121809833	121809916	121809966	121810073	121807539	121807622	121811582	121811671
1804	"ENSG00000138468.16"	"SENP7"	chr3	-	101398860	101399055	101417592	101417790	101372007	101372126	101458954	101459052
1805	"ENSG00000286069.2"	"AC076968.2"	chr12	+	53860783	53860878	53875154	53875248	53850309	53850412	53896196	53898044
1806	"ENSG00000144619.15"	"CNTN4"	chr3	+	2099273	2099649	2100557	2100639	2098865	2098978	2339177	2339233
1807	"ENSG00000270106.6"	"TSNAX-DISC1"	chr1	+	231561127	231561255	231616643	231616906	231542480	231542611	231693825	231694805
1808	"ENSG00000198089.16"	"SFI1"	chr22	+	31531057	31531129	31546860	31546971	31528689	31528863	31550253	31550348
1809	"ENSG00000172053.18"	"QARS1"	chr3	-	49101354	49101441	49101619	49101705	49100574	49100674	49101827	49101899
1810	"ENSG00000172053.18"	"QARS1"	chr3	-	49097991	49098117	49098191	49098258	49095931	49096079	49098352	49098480
1811	"ENSG00000004777.18"	"ARHGAP33"	chr19	+	35778463	35778601	35778654	35778699	35778279	35778360	35779031	35779124
1812	"ENSG00000233705.7"	"SLC26A4-AS1"	chr7	-	107655095	107655312	107661601	107661758	107653975	107654233	107662023	107662065
1813	"ENSG00000157578.13"	"LCA5L"	chr21	-	39435419	39435542	39438683	39438718	39429130	39429211	39444134	39444201
1814	"ENSG00000157578.13"	"LCA5L"	chr21	-	39436096	39436167	39439633	39439773	39435419	39435573	39444134	39444201
1815	"ENSG00000157578.13"	"LCA5L"	chr21	-	39435419	39435573	39438683	39438718	39429130	39429211	39444134	39444201
1816	"ENSG00000241369.6"	"LINC01192"	chr3	-	163203417	163203515	163207642	163207757	163201537	163201617	163220100	163220187
1817	"ENSG00000241369.6"	"LINC01192"	chr3	-	163202081	163202249	163203417	163203515	163201537	163201617	163220100	163220187
1818	"ENSG00000241369.6"	"LINC01192"	chr3	-	163202081	163202249	163207642	163207757	163201537	163201617	163220100	163220187
1819	"ENSG00000241369.6"	"LINC01192"	chr3	-	163249264	163249374	163275195	163275319	163220100	163220187	163278509	163278603
1820	"ENSG00000241369.6"	"LINC01192"	chr3	-	163249264	163249374	163275195	163275319	163201537	163201617	163278509	163278603
1821	"ENSG00000241369.6"	"LINC01192"	chr3	-	163220100	163220187	163249264	163249381	163201537	163201617	163275195	163275319
1822	"ENSG00000241369.6"	"LINC01192"	chr3	-	163220100	163220187	163249264	163249374	163201537	163201617	163275195	163275319
1823	"ENSG00000241369.6"	"LINC01192"	chr3	-	163220100	163220187	163275195	163275319	163201537	163201617	163278509	163278603
1824	"ENSG00000259035.2"	"AL355838.1"	chr14	+	81768419	81768548	81777757	81777914	81752116	81752242	81827806	81827901
1825	"ENSG00000073803.14"	"MAP3K13"	chr3	+	185329073	185329249	185428496	185428946	185328894	185328962	185437446	185437630
1826	"ENSG00000262879.6"	"AC005670.3"	chr17	-	47035043	47035126	47054117	47054213	47033277	47033381	47056459	47056753
1827	"ENSG00000262879.6"	"AC005670.3"	chr17	-	47033319	47033381	47054117	47054213	47021581	47021721	47056459	47056753
1828	"ENSG00000262879.6"	"AC005670.3"	chr17	-	47033277	47033381	47054117	47054213	47021581	47021721	47056459	47056753
1829	"ENSG00000183889.12"	"AC138969.1"	chr16	+	16335860	16335992	16336051	16336137	16333646	16333884	16340305	16340434
1830	"ENSG00000188655.10"	"RNASE9"	chr14	-	20559581	20559633	20560336	20560371	20556092	20557083	20560873	20560931
1831	"ENSG00000099840.13"	"IZUMO4"	chr19	+	2097928	2097955	2098051	2098127	2097423	2097495	2098286	2098334
1832	"ENSG00000100983.12"	"GSS"	chr20	-	34942930	34943006	34945952	34946098	34936942	34937023	34951723	34951860
1833	"ENSG00000100983.12"	"GSS"	chr20	-	34942487	34942627	34942930	34943006	34941712	34941829	34945952	34946098
1834	"ENSG00000148584.15"	"A1CF"	chr10	-	50859841	50859985	50864032	50864080	50843987	50844122	50885580	50885675
1835	"ENSG00000125970.12"	"RALY"	chr20	+	34073562	34073635	34073818	34073866	34072065	34072205	34075873	34076040
1836	"ENSG00000125970.12"	"RALY"	chr20	+	34033163	34033239	34065043	34065160	34031521	34031604	34072065	34072330
1837	"ENSG00000174306.21"	"ZHX3"	chr20	-	41239597	41239704	41254587	41254635	41238687	41238796	41268989	41269083
1838	"ENSG00000183878.15"	"UTY"	chrY	-	13358463	13358619	13359087	13359222	13357876	13357969	13359766	13359986
1839	"ENSG00000161558.11"	"TMEM143"	chr19	-	48360071	48360176	48360318	48360568	48345159	48345354	48363290	48363531
1840	"ENSG00000161558.11"	"TMEM143"	chr19	-	48345159	48345354	48360071	48360176	48343320	48343451	48363290	48363531
1841	"ENSG00000113522.14"	"RAD50"	chr5	+	132592763	132592965	132594561	132594677	132591876	132592034	132595103	132595201
1842	"ENSG00000113522.14"	"RAD50"	chr5	+	132594868	132595044	132595103	132595201	132594561	132594677	132595572	132595810
1843	"ENSG00000113522.14"	"RAD50"	chr5	+	132591223	132591406	132591876	132592034	132589630	132589837	132594868	132595044
1844	"ENSG00000100354.21"	"TNRC6B"	chr22	+	40264687	40267036	40270121	40270280	40261831	40262173	40273424	40273600
1845	"ENSG00000181929.13"	"PRKAG1"	chr12	-	49005667	49005742	49005742	49005852	49005461	49005543	49013061	49013110
1846	"ENSG00000181929.13"	"PRKAG1"	chr12	-	49005667	49005742	49005742	49005881	49005461	49005543	49013061	49013110
1847	"ENSG00000109255.11"	"NMU"	chr4	-	55605274	55605349	55607436	55607466	55600521	55600575	55609119	55609179
1848	"ENSG00000109255.11"	"NMU"	chr4	-	55605274	55605349	55607297	55607348	55600521	55600575	55607436	55607466
1849	"ENSG00000244687.11"	"UBE2V1"	chr20	-	50098881	50098981	50111288	50111562	50096671	50096820	50113106	50113198
1850	"ENSG00000244687.11"	"UBE2V1"	chr20	-	50098881	50098981	50108972	50109111	50096671	50096820	50113106	50113198
1851	"ENSG00000244687.11"	"UBE2V1"	chr20	-	50108972	50109111	50111288	50111562	50096671	50096820	50113106	50113198
1852	"ENSG00000087053.18"	"MTMR2"	chr11	-	95882373	95882496	95887611	95887684	95866402	95866486	95888155	95888261
1853	"ENSG00000231535.7"	"LINC00278"	chrY	+	3058656	3058784	3079283	3079341	3002893	3003217	3096994	3097056
1854	"ENSG00000088832.17"	"FKBP1A"	chr20	-	1375490	1375603	1392833	1392881	1372075	1372240	1392961	1393172
1855	"ENSG00000144524.17"	"COPS7B"	chr2	+	231791732	231791808	231794262	231794351	231788554	231788732	231796105	231796308
1856	"ENSG00000084731.15"	"KIF3C"	chr2	-	25934032	25934156	25938234	25938348	25929954	25930063	25951788	25951905
1857	"ENSG00000226051.8"	"ZNF503-AS1"	chr10	+	75350351	75350470	75355772	75355868	75343223	75343340	75358509	75358707
1858	"ENSG00000157388.19"	"CACNA1D"	chr3	+	53673022	53673126	53673712	53673816	53666338	53666535	53702640	53702810
1859	"ENSG00000157388.19"	"CACNA1D"	chr3	+	53740279	53740339	53740418	53740478	53735373	53735503	53743010	53743117
1860	"ENSG00000157388.19"	"CACNA1D"	chr3	+	53761997	53762081	53762550	53762634	53753571	53753682	53769972	53770017
1861	"ENSG00000157388.19"	"CACNA1D"	chr3	+	53761997	53762081	53762550	53762634	53753571	53753682	53770423	53770552
1862	"ENSG00000122335.17"	"SERAC1"	chr6	-	158146781	158146913	158148864	158148954	158144298	158144420	158150452	158150589
1863	"ENSG00000122335.17"	"SERAC1"	chr6	-	158128107	158128270	158130372	158130486	158120424	158120575	158143055	158143184
1864	"ENSG00000115020.17"	"PIKFYVE"	chr2	+	208274020	208274053	208276711	208276830	208273583	208273733	208285725	208285933
1865	"ENSG00000162105.19"	"SHANK2"	chr11	-	70500569	70500596	70501922	70501931	70492334	70492465	70502205	70502286
1866	"ENSG00000162105.19"	"SHANK2"	chr11	-	70500569	70500599	70501922	70501931	70492334	70492465	70502205	70502286
1867	"ENSG00000143416.21"	"SELENBP1"	chr1	-	151369003	151369189	151369441	151369554	151368198	151368319	151369712	151369769
1868	"ENSG00000172175.15"	"MALT1"	chr18	+	58734306	58734381	58734450	58734566	58733396	58733574	58735201	58735329
1869	"ENSG00000188603.19"	"CLN3"	chr16	-	28486346	28486490	28486577	28486650	28484005	28484118	28487455	28487541
1870	"ENSG00000188603.19"	"CLN3"	chr16	-	28487455	28487541	28489289	28489386	28484005	28484118	28491481	28491560
1871	"ENSG00000188603.19"	"CLN3"	chr16	-	28487661	28487741	28489289	28489386	28487455	28487541	28491481	28491560
1872	"ENSG00000188603.19"	"CLN3"	chr16	-	28489289	28489386	28491481	28491560	28487455	28487541	28491713	28491835
1873	"ENSG00000188603.19"	"CLN3"	chr16	-	28479461	28479586	28479643	28479765	28477736	28477877	28482104	28482198
1874	"ENSG00000188603.19"	"CLN3"	chr16	-	28479461	28479586	28479643	28479741	28477736	28477877	28482104	28482198
1875	"ENSG00000175662.17"	"TOM1L2"	chr17	-	17884633	17884768	17893660	17893810	17882704	17882863	17898595	17898674
1876	"ENSG00000175662.17"	"TOM1L2"	chr17	-	17884633	17884768	17893660	17893810	17879626	17879743	17898595	17898674
1877	"ENSG00000175662.17"	"TOM1L2"	chr17	-	17882704	17882863	17884633	17884768	17879626	17879743	17893660	17893810
1878	"ENSG00000164904.18"	"ALDH7A1"	chr5	-	126554286	126554393	126559239	126559334	126552020	126552137	126561082	126561124
1879	"ENSG00000164904.18"	"ALDH7A1"	chr5	-	126582850	126582974	126583931	126584012	126577078	126577211	126592663	126592729
1880	"ENSG00000164904.18"	"ALDH7A1"	chr5	-	126583931	126584012	126592663	126592729	126582850	126582974	126593350	126593404
1881	"ENSG00000189023.10"	"MAGEB16"	chrX	+	35800516	35800568	35801320	35801374	35798341	35798418	35802130	35803735
1882	"ENSG00000160201.11"	"U2AF1"	chr21	-	43100452	43100519	43100576	43100614	43095693	43095743	43104314	43104402
1883	"ENSG00000160201.11"	"U2AF1"	chr21	-	43100452	43100519	43101365	43101432	43095693	43095743	43104314	43104402
1884	"ENSG00000160201.11"	"U2AF1"	chr21	-	43100576	43100614	43101365	43101432	43095693	43095743	43104314	43104402
1885	"ENSG00000166796.12"	"LDHC"	chr11	+	18415183	18415301	18429736	18429910	18412708	18412843	18434739	18434913
1886	"ENSG00000140092.14"	"FBLN5"	chr14	-	91938329	91938452	91939849	91939950	91936946	91937201	91940564	91940616
1887	"ENSG00000155657.26"	"TTN"	chr2	-	178756221	178756797	178757541	178757916	178753123	178753180	178758983	178759172
1888	"ENSG00000109911.19"	"ELP4"	chr11	+	31541430	31541476	31580682	31580800	31539661	31539783	31594769	31594901
1889	"ENSG00000109911.19"	"ELP4"	chr11	+	31541430	31541476	31573586	31573624	31539661	31539783	31594769	31594901
1890	"ENSG00000109911.19"	"ELP4"	chr11	+	31573586	31573624	31580682	31580800	31539661	31539783	31594769	31594901
1891	"ENSG00000163964.15"	"PIGX"	chr3	+	196717808	196717954	196721176	196721356	196716857	196716921	196722414	196722556
1892	"ENSG00000125746.16"	"EML2"	chr19	-	45617629	45617697	45619059	45619191	45616764	45616853	45621206	45621332
1893	"ENSG00000175063.17"	"UBE2C"	chr20	+	45814383	45814470	45815389	45815540	45813436	45813464	45815853	45815913
1894	"ENSG00000175063.17"	"UBE2C"	chr20	+	45814383	45814470	45815540	45815745	45813436	45813464	45815853	45815913
1895	"ENSG00000175063.17"	"UBE2C"	chr20	+	45815389	45815540	45815540	45815745	45814383	45814470	45815853	45815913
1896	"ENSG00000175063.17"	"UBE2C"	chr20	+	45815389	45815540	45815540	45815745	45813436	45813464	45815853	45815913
1897	"ENSG00000101746.15"	"NOL4"	chr18	-	34121233	34121316	34128848	34128889	34105048	34105160	34129870	34130020
1898	"ENSG00000101017.14"	"CD40"	chr20	+	46123125	46123219	46126639	46126701	46122609	46122756	46128137	46128224
1899	"ENSG00000033627.16"	"ATP6V0A1"	chr17	+	42468009	42468107	42470089	42470218	42466428	42466507	42477659	42477742
1900	"ENSG00000089916.18"	"GPATCH2L"	chr14	+	76177891	76177931	76177987	76178042	76176622	76176690	76178207	76178322
1901	"ENSG00000089916.18"	"GPATCH2L"	chr14	+	76177891	76177931	76177987	76178042	76176622	76176690	76180763	76180849
1902	"ENSG00000102893.16"	"PHKB"	chr16	+	47664884	47664975	47665941	47666032	47663676	47663734	47669214	47669417
1903	"ENSG00000089041.17"	"P2RX7"	chr12	+	121160901	121160974	121162423	121162520	121156078	121156147	121165356	121165437
1904	"ENSG00000234350.5"	"AC007405.2"	chr2	-	170733878	170733994	170740631	170741287	170727658	170727788	170770701	170770768
1905	"ENSG00000183010.17"	"PYCR1"	chr17	-	81934325	81934489	81934652	81934745	81932383	81933376	81934925	81935147
1906	"ENSG00000114054.14"	"PCCB"	chr3	+	136259175	136259235	136260262	136260355	136256554	136256623	136260478	136260535
1907	"ENSG00000114054.14"	"PCCB"	chr3	+	136256554	136256623	136260478	136260535	136255855	136255975	136261951	136262065
1908	"ENSG00000183765.22"	"CHEK2"	chr22	-	28724564	28724923	28724976	28725124	28719394	28719485	28725242	28725367
1909	"ENSG00000183765.22"	"CHEK2"	chr22	-	28724885	28724923	28724976	28725124	28719394	28719485	28725242	28725367
1910	"ENSG00000183765.22"	"CHEK2"	chr22	-	28724885	28724923	28724976	28725124	28711908	28712017	28725242	28725367
1911	"ENSG00000159147.18"	"DONSON"	chr21	-	33583487	33583666	33584589	33584768	33582164	33582246	33585977	33586181
1912	"ENSG00000104951.16"	"IL4I1"	chr19	-	49896147	49896182	49901638	49901821	49895814	49896053	49904198	49904321
1913	"ENSG00000104951.16"	"IL4I1"	chr19	-	49896147	49896182	49901638	49901879	49895814	49896053	49904198	49904321
1914	"ENSG00000116299.17"	"KIAA1324"	chr1	+	109173687	109173837	109185044	109185133	109173473	109173579	109188176	109188354
1915	"ENSG00000067225.18"	"PKM"	chr15	-	72202453	72202620	72203021	72203188	72200473	72200655	72206727	72206880
1916	"ENSG00000117682.17"	"DHDDS"	chr1	+	26446315	26446432	26447558	26447660	26442730	26442873	26457790	26457905
1917	"ENSG00000113648.16"	"MACROH2A1"	chr5	-	135350822	135350913	135352945	135353045	135345967	135346057	135360496	135360607
1918	"ENSG00000171466.10"	"ZNF562"	chr19	-	9658008	9658135	9659378	9659467	9656546	9656653	9660719	9660874
1919	"ENSG00000039068.19"	"CDH1"	chr16	+	68808692	68808848	68810196	68810341	68808423	68808567	68811683	68811859
1920	"ENSG00000167578.18"	"RAB4B"	chr19	+	40783777	40783840	40783920	40784075	40780384	40780499	40786664	40786760
1921	"ENSG00000258583.7"	"LINC01500"	chr14	+	59009030	59009150	59079574	59079776	58948312	58948341	59125171	59125402
1922	"ENSG00000258583.7"	"LINC01500"	chr14	+	59009030	59009150	59079574	59079776	58948312	58948341	59183662	59184247
1923	"ENSG00000258583.7"	"LINC01500"	chr14	+	58948312	58948341	58958535	58958619	58910262	58910342	59009030	59009150
