ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
17581	"ENSG00000164163.6"	"ABCE1"	chr4	+	146042755	146042965	146042484	146042543	146044172	146044283
17582	"ENSG00000164163.6"	"ABCE1"	chr4	+	146032119	146032216	146031526	146031596	146033390	146033480
17583	"ENSG00000240859.1"	"AC093627.10"	chr7	+	152440	152547	149730	150132	153408	153490
17584	"ENSG00000177627.5"	"C12orf54"	chr12	+	48882878	48883077	48882706	48882739	48884594	48884619
17585	"ENSG00000177627.5"	"C12orf54"	chr12	+	48889334	48889378	48888580	48888762	48889963	48890169
17586	"ENSG00000081800.4"	"SLC13A1"	chr7	-	122830511	122830667	122821026	122821155	122839901	122840025
17587	"ENSG00000081800.4"	"SLC13A1"	chr7	-	122826749	122826803	122821026	122821155	122839901	122840026
17588	"ENSG00000167965.13"	"MLST8"	chr16	+	2256743	2256930	2256497	2256660	2257035	2257111
17589	"ENSG00000167965.13"	"MLST8"	chr16	+	2257857	2258025	2257197	2257346	2258210	2258329
17590	"ENSG00000167965.13"	"MLST8"	chr16	+	2257035	2257111	2256497	2256660	2257193	2257346
17591	"ENSG00000167965.13"	"MLST8"	chr16	+	2258210	2258335	2257193	2257346	2258450	2258614
17592	"ENSG00000177192.9"	"PUS1"	chr12	+	132414279	132414341	132413826	132413925	132414451	132414680
17593	"ENSG00000140395.4"	"WDR61"	chr15	-	78587287	78587315	78585508	78585614	78588016	78588067
17594	"ENSG00000140395.4"	"WDR61"	chr15	-	78581184	78581259	78580680	78580724	78581960	78582054
17595	"ENSG00000197548.8"	"ATG7"	chr3	+	11354777	11354894	11350457	11350535	11356817	11356956
17596	"ENSG00000197548.8"	"ATG7"	chr3	+	11348416	11348534	11340835	11340890	11350457	11350535
17597	"ENSG00000197548.8"	"ATG7"	chr3	+	11468277	11468400	11421445	11421526	11596284	11596557
17598	"ENSG00000197548.8"	"ATG7"	chr3	+	11374445	11374567	11372813	11372902	11382118	11382209
17599	"ENSG00000197548.8"	"ATG7"	chr3	+	11330331	11330426	11314060	11314116	11340159	11340329
17600	"ENSG00000197548.8"	"ATG7"	chr3	+	11322679	11322788	11314033	11314116	11323878	11324124
17601	"ENSG00000197548.8"	"ATG7"	chr3	+	11323878	11324124	11314088	11314116	11340159	11340329
17602	"ENSG00000197548.8"	"ATG7"	chr3	+	11387999	11388039	11383608	11383753	11389350	11389445
17603	"ENSG00000197548.8"	"ATG7"	chr3	+	11421445	11421526	11406130	11406208	11468277	11468400
17604	"ENSG00000197548.8"	"ATG7"	chr3	+	11322722	11322788	11313994	11314116	11323878	11324124
17605	"ENSG00000166579.11"	"NDEL1"	chr17	+	8363326	8363478	8358113	8358205	8370247	8371478
17606	"ENSG00000166579.11"	"NDEL1"	chr17	+	8348271	8348358	8347577	8347675	8349028	8349182
17607	"ENSG00000166579.11"	"NDEL1"	chr17	+	8366637	8366672	8363326	8363478	8370247	8370976
17608	"ENSG00000166579.11"	"NDEL1"	chr17	+	8347244	8347494	8339239	8339363	8347577	8347675
17609	"ENSG00000166579.11"	"NDEL1"	chr17	+	8347941	8348060	8347577	8347675	8349028	8349182
17610	"ENSG00000157954.10"	"WIPI2"	chr7	+	5256379	5256494	5256221	5256290	5256720	5256818
17611	"ENSG00000157954.10"	"WIPI2"	chr7	+	5232748	5232802	5229876	5230124	5239206	5239289
17612	"ENSG00000157954.10"	"WIPI2"	chr7	+	5232748	5232976	5229889	5230124	5239206	5239289
17613	"ENSG00000157954.10"	"WIPI2"	chr7	+	5252740	5253033	5239206	5239289	5254165	5254333
17614	"ENSG00000171174.9"	"RBKS"	chr2	-	28084279	28084413	28081367	28081438	28113123	28113548
17615	"ENSG00000171174.9"	"RBKS"	chr2	-	28092638	28093757	28081305	28081438	28113123	28113233
17616	"ENSG00000042445.9"	"RETSAT"	chr2	-	85578802	85578985	85577902	85578144	85581458	85581743
17617	"ENSG00000042445.9"	"RETSAT"	chr2	-	85571121	85571288	85570761	85570921	85571361	85571471
17618	"ENSG00000141526.10"	"SLC16A3"	chr17	+	80194604	80194748	80193858	80194107	80195013	80195520
17619	"ENSG00000141526.10"	"SLC16A3"	chr17	+	80194604	80194720	80193858	80194107	80195013	80195158
17620	"ENSG00000163749.13"	"CCDC158"	chr4	-	77317421	77317639	77305708	77305818	77324290	77324429
17621	"ENSG00000163749.13"	"CCDC158"	chr4	-	77335413	77335517	77333242	77333285	77342893	77342996
17622	"ENSG00000231389.3"	"HLA-DPA1"	chr6	-	33041247	33041549	33037417	33037663	33048456	33048544
17623	"ENSG00000231389.3"	"HLA-DPA1"	chr6	-	33041247	33041446	33037417	33037663	33048456	33048487
17624	"ENSG00000173085.9"	"COQ2"	chr4	-	84188242	84188361	84184976	84185516	84188738	84188927
17625	"ENSG00000173085.9"	"COQ2"	chr4	-	84191012	84191146	84188738	84188927	84193239	84193325
17626	"ENSG00000162989.3"	"KCNJ3"	chr2	+	155566114	155566331	155554810	155555989	155711238	155711540
17627	"ENSG00000129422.9"	"MTUS1"	chr8	-	17581610	17581671	17581180	17581342	17601112	17601308
17628	"ENSG00000129422.9"	"MTUS1"	chr8	-	17548813	17548873	17541836	17542051	17549477	17549735
17629	"ENSG00000129422.9"	"MTUS1"	chr8	-	17581180	17581342	17573275	17573410	17601112	17601308
17630	"ENSG00000129422.9"	"MTUS1"	chr8	-	17521488	17521590	17513371	17513574	17532694	17532773
17631	"ENSG00000131069.15"	"ACSS2"	chr20	+	33496707	33496746	33470596	33470792	33500898	33500990
17632	"ENSG00000131069.15"	"ACSS2"	chr20	+	33481371	33481425	33470596	33470792	33500898	33500990
17633	"ENSG00000131069.15"	"ACSS2"	chr20	+	33463655	33463734	33462819	33462940	33470596	33470799
17634	"ENSG00000131069.15"	"ACSS2"	chr20	+	33503020	33503059	33502125	33502240	33507237	33507375
17635	"ENSG00000131069.15"	"ACSS2"	chr20	+	33513907	33514084	33513500	33513569	33514679	33514754
17636	"ENSG00000092108.16"	"SCFD1"	chr14	+	31177022	31177082	31175029	31175091	31177195	31177271
17637	"ENSG00000092108.16"	"SCFD1"	chr14	+	31113085	31113224	31112521	31112611	31118733	31118789
17638	"ENSG00000092108.16"	"SCFD1"	chr14	+	31107330	31107453	31103152	31103243	31112521	31112611
17639	"ENSG00000092108.16"	"SCFD1"	chr14	+	31097414	31097485	31091524	31091605	31099682	31099771
17640	"ENSG00000092108.16"	"SCFD1"	chr14	+	31097414	31097485	31091533	31091668	31103152	31103243
17641	"ENSG00000092108.16"	"SCFD1"	chr14	+	31104127	31104240	31103152	31103243	31107330	31107379
17642	"ENSG00000092108.16"	"SCFD1"	chr14	+	31177195	31177271	31175028	31175091	31185129	31185183
17643	"ENSG00000092108.16"	"SCFD1"	chr14	+	31099682	31099771	31097414	31097485	31103152	31103243
17644	"ENSG00000092108.16"	"SCFD1"	chr14	+	31104000	31104240	31103152	31103243	31107330	31107453
17645	"ENSG00000092108.16"	"SCFD1"	chr14	+	31103152	31103243	31099682	31099771	31112521	31112611
17646	"ENSG00000092108.16"	"SCFD1"	chr14	+	31108982	31109070	31107330	31107453	31112521	31112611
17647	"ENSG00000092108.16"	"SCFD1"	chr14	+	31108982	31109070	31099682	31099771	31112521	31112611
17648	"ENSG00000137497.13"	"NUMA1"	chr11	-	71779150	71779277	71746947	71747021	71780887	71781109
17649	"ENSG00000137497.13"	"NUMA1"	chr11	-	71723446	71723488	71721831	71721900	71723940	71727306
17650	"ENSG00000137497.13"	"NUMA1"	chr11	-	71761707	71761879	71746947	71747021	71780887	71780957
17651	"ENSG00000137497.13"	"NUMA1"	chr11	-	71779124	71779277	71746947	71747021	71780887	71780957
17652	"ENSG00000137497.13"	"NUMA1"	chr11	-	71719137	71719191	71718234	71718481	71719733	71719891
17653	"ENSG00000137497.13"	"NUMA1"	chr11	-	71780887	71780957	71746947	71747021	71791503	71791588
17654	"ENSG00000137497.13"	"NUMA1"	chr11	-	71723940	71727306	71721831	71721900	71727453	71727576
17655	"ENSG00000137497.13"	"NUMA1"	chr11	-	71760464	71760585	71746947	71747021	71780887	71780957
17656	"ENSG00000137497.13"	"NUMA1"	chr11	-	71773634	71773732	71746947	71747021	71780887	71780957
17657	"ENSG00000137497.13"	"NUMA1"	chr11	-	71779541	71779663	71746947	71747021	71780887	71780957
17658	"ENSG00000137497.13"	"NUMA1"	chr11	-	71787613	71787803	71780887	71780957	71791503	71791524
17659	"ENSG00000135426.10"	"TESPA1"	chr12	-	55354951	55355051	55344137	55344174	55356214	55357026
17660	"ENSG00000135426.10"	"TESPA1"	chr12	-	55359836	55359935	55357525	55357734	55360171	55360208
17661	"ENSG00000135426.10"	"TESPA1"	chr12	-	55375557	55375729	55368183	55368391	55377777	55377950
17662	"ENSG00000135426.10"	"TESPA1"	chr12	-	55377777	55377950	55368203	55368391	55378368	55378515
17663	"ENSG00000150672.12"	"DLG2"	chr11	-	83641370	83641526	83585462	83585531	83673927	83674066
17664	"ENSG00000150672.12"	"DLG2"	chr11	-	83983184	83983343	83962280	83962334	83984193	83984323
17665	"ENSG00000150672.12"	"DLG2"	chr11	-	83191414	83191456	83183769	83183820	83194295	83194341
17666	"ENSG00000150672.12"	"DLG2"	chr11	-	85336150	85336295	85309700	85309832	85337642	85337797
17667	"ENSG00000150672.12"	"DLG2"	chr11	-	83183769	83183820	83182668	83182770	83195171	83195271
17668	"ENSG00000150672.12"	"DLG2"	chr11	-	83362881	83362973	83344253	83344368	83435898	83435965
17669	"ENSG00000150672.12"	"DLG2"	chr11	-	83962280	83962334	83874503	83874554	83984193	83984231
17670	"ENSG00000148090.7"	"AUH"	chr9	-	94122560	94122722	94118369	94118437	94123909	94124169
17671	"ENSG00000148090.7"	"AUH"	chr9	-	94087599	94087686	94060265	94060358	94118164	94118252
17672	"ENSG00000148090.7"	"AUH"	chr9	-	93978340	93978388	93976096	93976707	93979558	93979609
17673	"ENSG00000257127.2"	"CLLU1"	chr12	+	92819153	92819710	92815306	92815611	92822809	92824764
17674	"ENSG00000220575.3"	"HTR5A-AS1"	chr7	-	154861985	154862163	154860252	154860955	154862743	154863267
17675	"ENSG00000141542.6"	"RAB40B"	chr17	-	80616366	80616438	80615786	80616010	80617455	80617533
17676	"ENSG00000141542.6"	"RAB40B"	chr17	-	80654264	80654729	80622371	80622432	80656330	80656563
17677	"ENSG00000141542.6"	"RAB40B"	chr17	-	80616366	80616589	80615668	80616010	80617455	80617533
17678	"ENSG00000157554.14"	"ERG"	chr21	-	39764297	39764366	39763580	39763637	39772495	39772567
17679	"ENSG00000157554.14"	"ERG"	chr21	-	39817326	39817544	39795331	39795483	39870286	39870366
17680	"ENSG00000157554.14"	"ERG"	chr21	-	39817326	39817544	39795331	39795483	39947585	39947671
17681	"ENSG00000157554.14"	"ERG"	chr21	-	39845949	39846044	39817326	39817544	39947585	39947671
17682	"ENSG00000157554.14"	"ERG"	chr21	-	39845949	39846044	39817326	39817544	39870286	39870380
17683	"ENSG00000157554.14"	"ERG"	chr21	-	39772495	39772567	39764297	39764366	39774478	39774559
17684	"ENSG00000197822.6"	"OCLN"	chr5	+	68804967	68805646	68800003	68800121	68809774	68809936
17685	"ENSG00000197822.6"	"OCLN"	chr5	+	68804967	68805646	68800003	68800121	68830520	68830666
17686	"ENSG00000197822.6"	"OCLN"	chr5	+	68809774	68809936	68804967	68805646	68830520	68830666
17687	"ENSG00000197822.6"	"OCLN"	chr5	+	68809774	68809936	68800027	68800121	68830520	68830666
17688	"ENSG00000187672.8"	"ERC2"	chr3	-	55640807	55640994	55542338	55545304	55717821	55717887
17689	"ENSG00000187672.8"	"ERC2"	chr3	-	55717821	55717887	55544931	55545304	55733405	55733546
17690	"ENSG00000187672.8"	"ERC2"	chr3	-	56037126	56037162	56026084	56026278	56041208	56041349
17691	"ENSG00000187672.8"	"ERC2"	chr3	-	56020004	56020016	55984452	55984588	56026084	56026278
17692	"ENSG00000242110.3"	"AMACR"	chr5	-	33994052	33994225	33988188	33989607	33998745	33998932
17693	"ENSG00000242110.3"	"AMACR"	chr5	-	33994182	33994225	33988188	33989607	33998745	33998932
17694	"ENSG00000242110.3"	"AMACR"	chr5	-	34004678	34004839	33998745	33998932	34005860	34006004
17695	"ENSG00000154479.8"	"CCDC173"	chr2	-	170537516	170537743	170531376	170531550	170550770	170550943
17696	"ENSG00000197122.7"	"SRC"	chr20	+	36014862	36014880	36014477	36014577	36022297	36022396
17697	"ENSG00000181722.11"	"ZBTB20"	chr3	-	114432822	114432862	114429114	114429160	114519947	114520021
17698	"ENSG00000181722.11"	"ZBTB20"	chr3	-	114432822	114432862	114412374	114412422	114519947	114520021
17699	"ENSG00000181722.11"	"ZBTB20"	chr3	-	114221644	114221711	114219198	114219238	114300960	114301113
17700	"ENSG00000181722.11"	"ZBTB20"	chr3	-	114693212	114693263	114619150	114619189	114819021	114819142
17701	"ENSG00000181722.11"	"ZBTB20"	chr3	-	114623173	114623215	114619150	114619189	114693212	114693263
17702	"ENSG00000181722.11"	"ZBTB20"	chr3	-	114099623	114099787	114099063	114099251	114107851	114107952
17703	"ENSG00000181722.11"	"ZBTB20"	chr3	-	114300960	114301113	114219198	114219238	114318097	114318150
17704	"ENSG00000181722.11"	"ZBTB20"	chr3	-	114300960	114301113	114219198	114219238	114412374	114412422
17705	"ENSG00000181722.11"	"ZBTB20"	chr3	-	114318097	114318193	114219198	114219238	114412374	114412422
17706	"ENSG00000181722.11"	"ZBTB20"	chr3	-	114069120	114070725	114057498	114058273	114099063	114099251
17707	"ENSG00000181722.11"	"ZBTB20"	chr3	-	114429114	114429160	114412374	114412422	114432822	114432862
17708	"ENSG00000181722.11"	"ZBTB20"	chr3	-	114429114	114429160	114412374	114412422	114477742	114477787
17709	"ENSG00000181722.11"	"ZBTB20"	chr3	-	114429114	114429160	114412374	114412422	114519947	114520021
17710	"ENSG00000181722.11"	"ZBTB20"	chr3	-	114412374	114412422	114219198	114219238	114519947	114520021
17711	"ENSG00000100095.14"	"SEZ6L"	chr22	+	26761337	26761532	26747017	26747209	26771540	26771655
17712	"ENSG00000100095.14"	"SEZ6L"	chr22	+	26761337	26761532	26747017	26747209	26771543	26771655
17713	"ENSG00000100095.14"	"SEZ6L"	chr22	+	26769416	26769449	26761337	26761532	26771543	26771655
17714	"ENSG00000100095.14"	"SEZ6L"	chr22	+	26769416	26769449	26761337	26761532	26771540	26771655
17715	"ENSG00000100095.14"	"SEZ6L"	chr22	+	26771543	26771655	26761337	26761532	26773638	26773741
17716	"ENSG00000100095.14"	"SEZ6L"	chr22	+	26771540	26771655	26761337	26761532	26773638	26773741
17717	"ENSG00000100095.14"	"SEZ6L"	chr22	+	26747017	26747209	26743684	26743879	26761337	26761532
17718	"ENSG00000099864.13"	"PALM"	chr19	+	740351	740483	736018	736078	746284	748329
17719	"ENSG00000204979.3"	"MS4A13"	chr11	+	60292679	60292799	60291369	60291426	60296837	60296933
17720	"ENSG00000204979.3"	"MS4A13"	chr11	+	60296837	60296933	60285544	60285685	60309991	60310194
17721	"ENSG00000204979.3"	"MS4A13"	chr11	+	60291369	60291426	60285544	60285685	60296837	60296933
17722	"ENSG00000067221.9"	"STOML1"	chr15	-	74276999	74277209	74275546	74276471	74277658	74277854
17723	"ENSG00000067221.9"	"STOML1"	chr15	-	74281370	74281598	74281006	74281143	74282691	74282798
17724	"ENSG00000067221.9"	"STOML1"	chr15	-	74283155	74283286	74282691	74282798	74284431	74284571
17725	"ENSG00000067221.9"	"STOML1"	chr15	-	74276999	74277212	74275546	74276471	74277658	74277854
17726	"ENSG00000067221.9"	"STOML1"	chr15	-	74281448	74281598	74280994	74281143	74282691	74282798
17727	"ENSG00000138380.13"	"CARF"	chr2	+	203802996	203803118	203782599	203782766	203806582	203806703
17728	"ENSG00000138380.13"	"CARF"	chr2	+	203789019	203789138	203782599	203782766	203806582	203806703
17729	"ENSG00000138380.13"	"CARF"	chr2	+	203789019	203789138	203782599	203782766	203817281	203817402
17730	"ENSG00000138380.13"	"CARF"	chr2	+	203789019	203789138	203782599	203782766	203807462	203807590
17731	"ENSG00000138380.13"	"CARF"	chr2	+	203789019	203789138	203782599	203782766	203799224	203799322
17732	"ENSG00000138380.13"	"CARF"	chr2	+	203777756	203777825	203776995	203777047	203782599	203782766
17733	"ENSG00000138380.13"	"CARF"	chr2	+	203777756	203777837	203777014	203777047	203782599	203782766
17734	"ENSG00000138380.13"	"CARF"	chr2	+	203806582	203806703	203782599	203782766	203807462	203807690
17735	"ENSG00000138380.13"	"CARF"	chr2	+	203806582	203806703	203782599	203782766	203817281	203817402
17736	"ENSG00000138380.13"	"CARF"	chr2	+	203806582	203806703	203789079	203789138	203807462	203807690
17737	"ENSG00000138380.13"	"CARF"	chr2	+	203806582	203806703	203789079	203789138	203817281	203817402
17738	"ENSG00000138380.13"	"CARF"	chr2	+	203807462	203807690	203806582	203806703	203817281	203817402
17739	"ENSG00000138380.13"	"CARF"	chr2	+	203807462	203807690	203782599	203782766	203817281	203817402
17740	"ENSG00000138380.13"	"CARF"	chr2	+	203807462	203807690	203789079	203789138	203817281	203817402
17741	"ENSG00000138380.13"	"CARF"	chr2	+	203825959	203826149	203820396	203820481	203831700	203831821
17742	"ENSG00000138380.13"	"CARF"	chr2	+	203799224	203799322	203782599	203782766	203806582	203806703
17743	"ENSG00000138380.13"	"CARF"	chr2	+	203799224	203799322	203789019	203789138	203806582	203806703
17744	"ENSG00000138380.13"	"CARF"	chr2	+	203789079	203789138	203782599	203782766	203806582	203806703
17745	"ENSG00000138380.13"	"CARF"	chr2	+	203789079	203789138	203782599	203782766	203807462	203807690
17746	"ENSG00000138380.13"	"CARF"	chr2	+	203807485	203807690	203806582	203806703	203817281	203817402
17747	"ENSG00000138380.13"	"CARF"	chr2	+	203838204	203838307	203836227	203836461	203839056	203839077
17748	"ENSG00000123965.12"	"PMS2P5"	chr7	+	74312515	74312628	74312262	74312349	74313767	74313951
17749	"ENSG00000123965.12"	"PMS2P5"	chr7	+	74312525	74312628	74312262	74312349	74313767	74313951
17750	"ENSG00000123965.12"	"PMS2P5"	chr7	+	74307374	74307598	74306937	74306965	74310232	74310372
17751	"ENSG00000123965.12"	"PMS2P5"	chr7	+	74312262	74312349	74310232	74310372	74313767	74313871
17752	"ENSG00000073711.6"	"PPP2R3A"	chr3	+	135797991	135798125	135797208	135797295	135801106	135801265
17753	"ENSG00000073711.6"	"PPP2R3A"	chr3	+	135719900	135722335	135684514	135684691	135745673	135745940
17754	"ENSG00000101187.11"	"SLCO4A1"	chr20	+	61299509	61299536	61299221	61299262	61299828	61299893
17755	"ENSG00000101187.11"	"SLCO4A1"	chr20	+	61299363	61299536	61299096	61299262	61299828	61299893
17756	"ENSG00000101187.11"	"SLCO4A1"	chr20	+	61299506	61299536	61299092	61299262	61299828	61299893
17757	"ENSG00000166311.5"	"SMPD1"	chr11	+	6414445	6414617	6412616	6413386	6414846	6414923
17758	"ENSG00000166311.5"	"SMPD1"	chr11	+	6414445	6414617	6412613	6413426	6414846	6414923
17759	"ENSG00000166311.5"	"SMPD1"	chr11	+	6413422	6413426	6412613	6413386	6414846	6414923
17760	"ENSG00000156170.8"	"NDUFAF6"	chr8	+	95987545	95987643	95970222	95970407	95993082	95993201
17761	"ENSG00000156170.8"	"NDUFAF6"	chr8	+	95957710	95957847	95908040	95908155	95970222	95970407
17762	"ENSG00000156170.8"	"NDUFAF6"	chr8	+	95993086	95993201	95970235	95970407	96044222	96044326
17763	"ENSG00000156170.8"	"NDUFAF6"	chr8	+	96044222	96044322	96037213	96037433	96047681	96047804
17764	"ENSG00000156170.8"	"NDUFAF6"	chr8	+	96048529	96048722	96047681	96047804	96053797	96053854
17765	"ENSG00000156170.8"	"NDUFAF6"	chr8	+	96064401	96064458	96060684	96060786	96087860	96088396
17766	"ENSG00000156170.8"	"NDUFAF6"	chr8	+	96044222	96044326	96037221	96037433	96047681	96047804
17767	"ENSG00000156170.8"	"NDUFAF6"	chr8	+	96052933	96053155	96047681	96047804	96053797	96053854
17768	"ENSG00000156170.8"	"NDUFAF6"	chr8	+	96035397	96035547	95993086	95993201	96044222	96044326
17769	"ENSG00000156170.8"	"NDUFAF6"	chr8	+	96056704	96056823	96053797	96053854	96057772	96057875
17770	"ENSG00000156170.8"	"NDUFAF6"	chr8	+	95993082	95993201	95970222	95970407	96044222	96044326
17771	"ENSG00000156170.8"	"NDUFAF6"	chr8	+	96048598	96048722	96047681	96047804	96053797	96053854
17772	"ENSG00000156170.8"	"NDUFAF6"	chr8	+	96046235	96046350	96044222	96044326	96047681	96047804
17773	"ENSG00000121680.11"	"PEX16"	chr11	-	45938524	45938692	45937777	45937854	45939008	45939044
17774	"ENSG00000121680.11"	"PEX16"	chr11	-	45937018	45937119	45936154	45936235	45939008	45939044
17775	"ENSG00000116001.11"	"TIA1"	chr2	-	70455475	70455594	70454866	70454954	70456190	70456223
17776	"ENSG00000116001.11"	"TIA1"	chr2	-	70456190	70456223	70454866	70454954	70456395	70456450
17777	"ENSG00000116001.11"	"TIA1"	chr2	-	70452459	70452525	70451685	70451761	70454866	70454971
17778	"ENSG00000158321.11"	"AUTS2"	chr7	+	70239013	70239085	70236432	70236630	70240342	70240372
17779	"ENSG00000158321.11"	"AUTS2"	chr7	+	70233009	70233054	70231099	70231320	70236534	70236630
17780	"ENSG00000174038.8"	"C9orf131"	chr9	+	35042407	35042482	35041091	35041153	35042857	35045979
17781	"ENSG00000174038.8"	"C9orf131"	chr9	+	35042407	35042482	35041146	35041437	35042857	35045979
17782	"ENSG00000162843.13"	"WDR64"	chr1	+	241953892	241953998	241951150	241951336	241958508	241958589
17783	"ENSG00000162843.13"	"WDR64"	chr1	+	241841488	241841522	241837945	241838049	241842786	241842897
17784	"ENSG00000162843.13"	"WDR64"	chr1	+	241946573	241946683	241943305	241943364	241951150	241951336
17785	"ENSG00000011052.17"	"NME2"	chr17	+	49247297	49247410	49245602	49245704	49248847	49249105
17786	"ENSG00000184743.8"	"ATL3"	chr11	-	63437828	63437984	63426509	63426724	63438761	63439218
17787	"ENSG00000184743.8"	"ATL3"	chr11	-	63438761	63438883	63426509	63426724	63439107	63439393
17788	"ENSG00000138246.11"	"DNAJC13"	chr3	+	132203206	132203337	132202218	132202421	132203431	132203516
17789	"ENSG00000138246.11"	"DNAJC13"	chr3	+	132256001	132256110	132249841	132249941	132257019	132257352
17790	"ENSG00000104442.5"	"ARMC1"	chr8	-	66545132	66545232	66539450	66539668	66546232	66546412
17791	"ENSG00000104442.5"	"ARMC1"	chr8	-	66525478	66525668	66517656	66517773	66534497	66534589
17792	"ENSG00000104442.5"	"ARMC1"	chr8	-	66534497	66534589	66525478	66525668	66539450	66539668
17793	"ENSG00000169689.10"	"STRA13"	chr17	-	79977516	79977570	79977168	79977257	79977733	79977785
17794	"ENSG00000169689.10"	"STRA13"	chr17	-	79977385	79977570	79977168	79977257	79977733	79977785
17795	"ENSG00000110717.6"	"NDUFS8"	chr11	+	67803094	67803255	67800607	67800750	67803719	67803848
17796	"ENSG00000110717.6"	"NDUFS8"	chr11	+	67798999	67799177	67798131	67798200	67799618	67799676
17797	"ENSG00000164896.15"	"FASTK"	chr7	-	150776586	150777009	150776009	150776108	150777771	150777949
17798	"ENSG00000164896.15"	"FASTK"	chr7	-	150776586	150777009	150776009	150776108	150777295	150777880
17799	"ENSG00000126804.9"	"ZBTB1"	chr14	+	64977966	64978102	64971443	64971664	64988204	64990616
17800	"ENSG00000126804.9"	"ZBTB1"	chr14	+	64983317	64983469	64977966	64978102	64988204	64988324
17801	"ENSG00000267060.1"	"PTGES3L"	chr17	-	41131566	41131680	41131394	41131461	41132062	41132097
17802	"ENSG00000267060.1"	"PTGES3L"	chr17	-	41131186	41131285	41123623	41123713	41131394	41132366
17803	"ENSG00000237517.4"	"DGCR5"	chr22	+	18973348	18973532	18958095	18958171	18975269	18975413
17804	"ENSG00000114626.13"	"ABTB1"	chr3	+	127398415	127398522	127396518	127396686	127398827	127398906
17805	"ENSG00000158195.6"	"WASF2"	chr1	-	27736185	27736700	27730729	27734840	27739065	27739221
17806	"ENSG00000110921.7"	"MVK"	chr12	+	110019199	110019355	110017606	110017751	110023826	110023901
17807	"ENSG00000110921.7"	"MVK"	chr12	+	110016969	110017087	110013802	110013950	110017606	110017751
17808	"ENSG00000110921.7"	"MVK"	chr12	+	110017606	110017751	110013802	110013950	110023826	110023930
17809	"ENSG00000110921.7"	"MVK"	chr12	+	110028575	110028666	110024558	110024604	110029045	110029162
17810	"ENSG00000133392.12"	"MYH11"	chr16	-	15878554	15878575	15876241	15876334	15880486	15880589
17811	"ENSG00000133392.12"	"MYH11"	chr16	-	15802659	15802698	15797643	15797980	15808765	15808938
17812	"ENSG00000084693.11"	"AGBL5"	chr2	+	27291915	27291962	27291499	27291612	27292440	27292574
17813	"ENSG00000084693.11"	"AGBL5"	chr2	+	27275200	27275411	27274535	27274661	27275780	27276024
17814	"ENSG00000160695.10"	"VPS11"	chr11	+	118951801	118952024	118949838	118950010	118952168	118952677
17815	"ENSG00000160695.10"	"VPS11"	chr11	+	118940151	118940287	118939883	118940054	118940943	118941107
17816	"ENSG00000197008.5"	"ZNF138"	chr7	+	64275949	64276031	64275295	64275422	64291828	64293705
17817	"ENSG00000197008.5"	"ZNF138"	chr7	+	64275953	64276031	64275295	64275422	64291828	64292580
17818	"ENSG00000197008.5"	"ZNF138"	chr7	+	64275295	64275422	64254802	64254949	64291828	64294042
17819	"ENSG00000197008.5"	"ZNF138"	chr7	+	64274436	64274525	64254805	64254949	64275295	64275422
17820	"ENSG00000197008.5"	"ZNF138"	chr7	+	64291317	64291454	64275953	64276031	64291828	64292181
17821	"ENSG00000167985.2"	"SDHAF2"	chr11	+	61205716	61205814	61205475	61205585	61213412	61213477
17822	"ENSG00000167985.2"	"SDHAF2"	chr11	+	61205096	61205320	61197596	61197654	61213412	61213587
17823	"ENSG00000167985.2"	"SDHAF2"	chr11	+	61205475	61205585	61205096	61205320	61213412	61213814
17824	"ENSG00000167985.2"	"SDHAF2"	chr11	+	61204232	61204432	61197513	61197654	61205096	61205320
17825	"ENSG00000167985.2"	"SDHAF2"	chr11	+	61205766	61205814	61205475	61205585	61213412	61213531
17826	"ENSG00000111786.4"	"SRSF9"	chr12	-	120902535	120902625	120901752	120901925	120903429	120903590
17827	"ENSG00000197362.9"	"ZNF786"	chr7	-	148780747	148781070	148777682	148777809	148787714	148787810
17828	"ENSG00000197362.9"	"ZNF786"	chr7	-	148777682	148777809	148771477	148771630	148787714	148787797
17829	"ENSG00000174628.12"	"IQCK"	chr16	+	19800159	19800244	19775356	19775434	19838347	19838459
17830	"ENSG00000174628.12"	"IQCK"	chr16	+	19775169	19775434	19746674	19746772	19800159	19800244
17831	"ENSG00000174628.12"	"IQCK"	chr16	+	19741751	19741816	19729636	19729809	19745019	19745149
17832	"ENSG00000174628.12"	"IQCK"	chr16	+	19747433	19747514	19746674	19746772	19775169	19775222
17833	"ENSG00000174628.12"	"IQCK"	chr16	+	19746674	19746772	19745019	19745149	19775169	19775222
17834	"ENSG00000143412.5"	"ANXA9"	chr1	+	150955565	150955656	150954962	150955059	150955813	150955910
17835	"ENSG00000054965.6"	"FAM168A"	chr11	-	73136066	73136093	73130918	73131044	73141734	73141815
17836	"ENSG00000258399.2"	"MEG8"	chr14	+	101363929	101364069	101361225	101361376	101365293	101365422
17837	"ENSG00000127561.10"	"SYNGR3"	chr16	+	2040499	2040673	2040157	2040202	2041974	2042212
17838	"ENSG00000259668.1"	"RP11-707P17.2"	chr15	+	51750916	51751126	51750100	51750250	51752494	51752764
17839	"ENSG00000150165.13"	"ANXA8L1"	chr10	-	47163958	47164054	47162121	47162180	47164293	47164387
